Название авто,Рейтинг,Цена,Расположение,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Противоугонная система,Центральный замок,Фронтальные,Гидравлический,Усилитель руля,Управление климатом,Управление на руле,Салон,Цвет салона,Электростеклоподъемники,Электропривод,Мультимедиа и навигацияCD/DVD/Blu-rayMP3,Подушки безопасности,Коленные,Боковые передние,Активная безопасность,Антипробуксовка,Распред. тормозных усилий,Данные о ,О,Передних сидений,Заднего стекла,Передние и задние,Зеркал,Антиблокировка тормозов,Шторки,Обогрев,Задних сидений,Иммобилайзер,Помощь при вождении,Парктроник задний,Бортовой компьютер,Атермальное остекление,Камера заднего вида,Датчик дождя,Круиз-контроль,Боковые задние,Шины и диски,Кожаный руль,Мультимедиа и навигацияUSBAUX,Электрический,Блок. дифференциала,Климат-контроль многозонный,Сигнализация,Мультимедиа и навигацияMP3,Курсовая устойчивость,Мультимедиа и навигация,Тёмный,Обслуживался у дилера,Мультимедиа и навигацияUSBAUXBluetooth,Ксеноновые,Климат-контроль однозонный,РадиоUSB,Ткань,ВидеоUSBAUXBluetoothGPS-навигатор
"Volkswagen Polo 1.6 MT, 2020, 52 000 км","4,7",1784000,"Новгородская обл., Новгородский р-н, Ермолинское сельское поселение, д. Лешино, 2В",2020,VI (2020—2023),52 000 км,9 записей в отчёте Автотеки,Электронный,1,Не битый,1.6 MPI MT (110 л.с.),1.6 л,Бензин,Механика,Передний,Exclusive,Лифтбек,Серебряный,Левый,XW8Z*************,Не интересует,,,,,Электрический,Климат-контроль однозонный,Атермальное остекление,,,,,,Фронтальные,,,,,,,,,,,,,Боковые передние,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Jetta 1.4 MT, 2014, 168 742 км","4,8",970000,"Белгородская обл., Белгород, Соборная пл.",2014,VI (2010—2015),168 742 км,11 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.4 TSI MT (122 л.с.),1.4 л,Бензин,Механика,Передний,Style,Седан,Серебряный,Левый,XW8Z*************,Не интересует,,,,,Гидравлический,Климат-контроль многозонный,,,,,,,,,,,,,,,,,,,Антипробуксовка,,,,,,,,Активная безопасность,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Polo 1.6 AT, 2013, 198 000 км","4,8",770000,"Воронежская обл., Воронеж, ул. Любы Шевцовой, 36А",2013,V (2009—2015),198 000 км,16 записей в отчёте Автотеки,Оригинал,1,Не битый,1.6 MPI AT (105 л.с.),1.6 л,Бензин,Автомат,Передний,Comfortline,Седан,Чёрный,Правый,XW8Z*************,Не интересует,,,,,,,,,,,,,,,,Антиблокировка тормозов,Курсовая устойчивость,Усилитель руля,,,,,,,,,,,,,,,,,,,,,,,Управление климатом,,,,,,,,,,,,,,
"Volkswagen Tiguan 2.0 AMT, 2018, 76 590 км","4,8",3095000,"Воронежская обл., Воронеж, ул. Остужева, 41",2018,II (2016—2020),76 590 км,18 записей в отчёте Автотеки,,2,Не битый,2.0 TSI 4MOTION DSG (220 л.с.),2 л,Бензин,Робот,Полный,,Внедорожник 5-дверный,Белый,Левый,XW8Z*************,,Центральный замок,,,,,Климат-контроль многозонный,,Кожа,,,,,,,,Антиблокировка тормозов,Курсовая устойчивость,,,,,,,,,,,,,,,,,,,,,,Люк,,,,,,,,,,,,,,,,
"Volkswagen Passat 1.8 AT, 2002, 189 594 км","4,7",545000,"Республика Крым, Красногвардейский р-н, Красногвардейское сельское поселение, пгт. Красногвардейское, Красногвардейская ул.",2002,B5 рестайлинг (2000—2005),189 594 км,8 записей в отчёте Автотеки,Оригинал,2,Не битый,1.8 AT (170 л.с.),1.8 л,Бензин,Автомат,Передний,Базовая,Седан,Серебряный,Левый,WVWP*************,Возможен,,,,,Гидравлический,Кондиционер,,,,,Задних сидений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Passat 1.8 AMT, 2010, 310 000 км","4,8",655000,"Свердловская обл., Асбестовский г.о., Асбест, ул. Мира, 5/2",2010,B6 (2005—2010),310 000 км,13 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.8 TSI DSG (152 л.с.),1.8 л,Бензин,Робот,Передний,Comfortline,Седан,Серебряный,Левый,XW8Z*************,Возможен,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Passat 1.9 MT, 1993, 245 000 км","4,7",370000,"Калининградская обл., Советский г.о., Советск, Калининградское ш., 1А",1993,B3 (1988—1993),245 000 км,Проверить в Автотеке,Оригинал,1,Не битый,1.9 MT (75 л.с.),1.9 л,Дизель,Механика,Передний,Базовая,Универсал,Красный,Левый,WVWZ*************,Не интересует,,,,,Гидравлический,,,Ткань,Тёмный,,Зеркал,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Радио,,,,,,,,,,
"Volkswagen Tiguan 2.0 AMT, 2020, 35 200 км","4,8",3300000,"Самарская обл., Самара, Ново-Садовая ул., 347А",2020,II (2016—2020),35 200 км,3 записи в отчёте Автотеки,Оригинал,2,Не битый,2.0 TDI 4MOTION DSG (150 л.с.),2 л,Дизель,Робот,Полный,Sportline,Внедорожник 5-дверный,Коричневый,Левый,XW8Z*************,Возможен,Сигнализация,Иммобилайзер,,,Гидравлический,Климат-контроль многозонный,Атермальное остекление,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Golf 1.4 AMT, 2011, 218 000 км","4,8",700000,"Республика Крым, г.о. Симферополь, пгт. Аграрное, Парковая ул.",2011,Mk6 (2008—2012),218 000 км,18 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.4 TSI DSG (122 л.с.),1.4 л,Бензин,Робот,Передний,Style,Хетчбек 5-дверный,Серебряный,Левый,WVWZ*************,Не интересует,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Jetta 1.6 MT, 2016, 110 000 км","4,9",1325000,"Белгородская обл., Новооскольский г.о., Новый Оскол, Белгородская ул.",2016,VI рестайлинг (2014—2019),110 000 км,23 записи в отчёте Автотеки,Оригинал,2,Не битый,1.6 MPI MT (110 л.с.),1.6 л,Бензин,Механика,Передний,,Седан,Чёрный,Левый,XW8Z*************,Не интересует,,,,,Электрический,Атермальное остекление,,,,,,,,,,Антиблокировка тормозов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Tiguan 2.0 AT, 2008, 240 000 км","4,7",1180000,"Самарская обл., Самара, ул. Авроры",2008,I (2007—2011),240 000 км,13 записей в отчёте Автотеки,Оригинал,4+,Не битый,2.0 TDI 4Motion AT (140 л.с.),2 л,Дизель,Автомат,Полный,Sport&Style,Внедорожник 5-дверный,Чёрный,Левый,WVGZ*************,Возможен,Центральный замок,,,,Электрический,Климат-контроль многозонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Polo 1.6 AT, 2020, 86 000 км","4,7",1650000,"Ставропольский край, Минераловодский муниципальный округ, Минеральные Воды, пр-т 22-го Партсъезда",2020,VI (2020—2023),86 000 км,5 записей в отчёте Автотеки,Электронный,3,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,,Лифтбек,Белый,Левый,XW8Z*************,Не интересует,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Polo 1.6 AT, 2012, 109 000 км","4,8",820000,"Омская обл., Омск, мкр-н Городок Нефтяников, ул. Энтузиастов, 37/1",2012,V (2009—2015),109 000 км,8 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.6 MPI AT (105 л.с.),1.6 л,Бензин,Автомат,Передний,Comfortline,Седан,Чёрный,Левый,XW8Z*************,Возможен,,,,,Электрический,Климат-контроль однозонный,,Ткань,,,,,,,,,,,,,Электростеклоподъемники,,Электропривод,,,,,,,,,,,,,,,,Цвет салона,,,,,,,,,Обогрев,,,,,,,
"Volkswagen Jetta 1.6 MT, 2015, 150 000 км","4,9",825000,"Московская обл., Одинцовский г.о., рп. Новоивановское, Можайское ш., вл168",2015,VI рестайлинг (2014—2019),150 000 км,10 записей в отчёте Автотеки,,1,Не битый,1.6 MPI MT (105 л.с.),1.6 л,Бензин,Механика,Передний,,Седан,Чёрный,Левый,XW8Z*************,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Датчик света,,,,,,,,,,,,,,,Фары,Управление климатом,Помощь при вождении,,,
"Volkswagen Polo 1.6 MT, 2011, 174 074 км","4,8",730000,"Орловская обл., Орёл, Московское ш., 56",2011,V (2009—2015),174 074 км,11 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MPI MT (105 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Седан,Чёрный,Левый,XW8Z*************,Не интересует,Сигнализация,,,,Электрический,,,Ткань,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Polo 1.6 MT, 2020, 20 637 км","4,8",1550000,"Челябинская обл., Миасс, ул. Степана Разина",2020,V рестайлинг (2015—2020),20 637 км,3 записи в отчёте Автотеки,Электронный,1,Не битый,1.6 MPI MT (90 л.с.),1.6 л,Бензин,Механика,Передний,Connect,Седан,Белый,Левый,XW8Z*************,Не интересует,,,,,Электрический,Климат-контроль однозонный,Атермальное остекление,,,,,,Фронтальные,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Polo 1.6 MT, 2011, 247 000 км","4,8",650000,"Пермский край, Пермь, ул. Василия Васильева, 1Б",2011,V (2009—2015),247 000 км,8 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MPI MT (85 л.с.),1.6 л,Бензин,Механика,Передний,Club,Седан,Серый,Левый,XW8Z*************,Не интересует,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Touareg 3.0 AT, 2008, 185 000 км","4,6",1725000,"Ростовская обл., Ростов-на-Дону, мкр-н Северный, Орбитальная ул., 42",2008,I рестайлинг (2006—2010),185 000 км,17 записей в отчёте Автотеки,,2,Не битый,3.0 V6 TDI AT (240 л.с.),3 л,Дизель,Автомат,Полный,,Внедорожник 5-дверный,Бордовый,Левый,WVGZ*************,Возможен,,,Коленные,,,Управление на руле,,,,,,,,,,,,,,,,,,,,,,,,,,,Салон,,,,,,Подушки безопасности,,,,,,,,,,,,,,,,
"Volkswagen Passat 1.8 MT, 2000, 387 147 км","4,6",312000,"Санкт-Петербург, Пушкинский р-н, пос. Шушары, территория Пулковское, 31",2000,B5 (1996—2001),387 147 км,8 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,Базовая,Седан,Серый,Левый,WVWZ*************,Не интересует,Сигнализация,,,,Гидравлический,Климат-контроль однозонный,,,,Передние и задние,,,,,,,,,,,,,,,,,,,,Круиз-контроль,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Passat 1.9 MT, 1996, 278 000 км","4,8",127000,"Республика Карелия, Петрозаводский г.о., Петрозаводск, Лососинская ул., 14",1996,B4 (1993—1997),278 000 км,12 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.9 TDI MT (90 л.с.),1.9 л,Дизель,Механика,Передний,Базовая,Седан,Чёрный,Левый,WVWZ*************,Возможен,,,,,Гидравлический,Климат-контроль однозонный,,,,,,,,,,Антиблокировка тормозов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Polo 1.6 AT, 2017, 148 000 км","4,8",1220000,"Брянская обл., Дятьковский р-н, Дятьково, ул. Ленина, 56",2017,V рестайлинг (2015—2020),148 000 км,4 записи в отчёте Автотеки,Оригинал,1,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,Highline,Седан,Серый,Левый,XW8Z*************,Не интересует,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Golf 1.2 MT, 2013, 176 000 км","4,8",840000,"Республика Карелия, Петрозаводский г.о., Петрозаводск, пл. Ленина",2013,Mk7 (2012—2017),176 000 км,14 записей в отчёте Автотеки,Оригинал,2,Не битый,1.2 TSI MT (105 л.с.),1.2 л,Бензин,Механика,Передний,Comfortline,Хетчбек 5-дверный,Чёрный,Левый,WVWZ*************,Не интересует,,,,,Электрический,Климат-контроль многозонный,,,,,,,Фронтальные,Шторки,Боковые задние,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Passat 2.0 MT, 2005, 155 000 км","4,8",599000,"Воронежская обл., Воронеж, Ленинский пр-т, 124Б",2005,B6 (2005—2010),155 000 км,15 записей в отчёте Автотеки,Дубликат,4+,Не битый,2.0 TDI MT (140 л.с.),2 л,Дизель,Механика,Передний,Highline,Седан,Синий,Левый,WVWZ*************,Не интересует,,,,,Гидравлический,Климат-контроль многозонный,Атермальное остекление,,,,,,,,,Антиблокировка тормозов,Курсовая устойчивость,Блок. дифференциала,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Tiguan 2.0 AT, 2011, 169 000 км","4,8",1489000,"Самарская обл., Самара, Дачная ул., 26",2011,I рестайлинг (2011—2019),169 000 км,20 записей в отчёте Автотеки,Оригинал,2,Не битый,2.0 TSI 4Motion AT (180 л.с.),2 л,Бензин,Автомат,Полный,Club,Внедорожник 5-дверный,Белый,Левый,XW8Z*************,Возможен,Центральный замок,,,,Гидравлический,Управление на руле,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Polo 1.6 MT, 2013, 302 000 км","4,8",640000,"Санкт-Петербург, Октябрьская наб., 34к5",2013,V (2009—2015),302 000 км,18 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.6 MPI MT (105 л.с.),1.6 л,Бензин,Механика,Передний,Trendline,Седан,Серый,Левый,XW8Z*************,Возможен,,,,,Электрический,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Passat 2.0 MT, 2014, 261 000 км","4,9",1240000,"Ярославская обл., Ростовский р-н, городское поселение Ростов, Ростов, ул. Декабристов, 74",2014,B7 (2010—2015),261 000 км,6 записей в отчёте Автотеки,Оригинал,1,Не битый,2.0 TDI MT (140 л.с),2 л,Дизель,Механика,Передний,Базовая,Универсал,Серебряный,Левый,WVWZ*************,Возможен,,,Коленные,,Электрогидравлический,Климат-контроль многозонный,,,,,,,,,,,,,,,,,,,,Боковые передние,,,,,,,Подушки безопасности,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Passat 1.9 MT, 1999, 242 000 км","4,6",450000,"Краснодарский край, Новороссийск, пр-т Дзержинского, 220",1999,B5 (1996—2001),242 000 км,2 записи в отчёте Автотеки,Оригинал,3,Не битый,1.9 TDI MT (110 л.с.),1.9 л,Дизель,Механика,Передний,Базовая,Седан,Синий,Левый,WVWZ*************,Не интересует,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Tiguan 1.4 MT, 2012, 130 000 км","4,8",1080000,"Санкт-Петербург, Шлиссельбургский пр-т, 12к1",2012,I рестайлинг (2011—2019),130 000 км,16 записей в отчёте Автотеки,Оригинал,3,Не битый,1.4 TSI MT (122 л.с.),1.4 л,Бензин,Механика,Передний,Avenue,Внедорожник 5-дверный,Чёрный,Левый,XW8Z*************,Не интересует,,,,,Гидравлический,Климат-контроль многозонный,,,,,,,Фронтальные,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Caddy 1.9 MT, 1999, 300 000 км","5,0",300000,"Калининградская обл., Калининград, ул. Олега Кошевого, 33",1999,II (1995—2004),300 000 км,5 записей в отчёте Автотеки,Оригинал,2,Не битый,1.9 TDI MT (90 л.с.),1.9 л,Дизель,Механика,Передний,Базовая,Фургон,Зелёный,Левый,VSSZ*************,Не интересует,,,,,Гидравлический,,,Ткань,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Мультимедиа и навигация,,,,,,,,,,,,,,Аудиосистема4 колонки,,
"Volkswagen Passat 1.8 AT, 2008, 358 000 км","4,8",750000,"Челябинская обл., Озерский г.о., Озерск, пр-т Ленина",2008,B6 (2005—2010),358 000 км,3 записи в отчёте Автотеки,Оригинал,2,Не битый,1.8 TSI AT (160 л.с.),1.8 л,Бензин,Автомат,Передний,Highline,Седан,Синий,Левый,WVWZ*************,Возможен,,,,,,Климат-контроль многозонный,,,Тёмный,Передние и задние,,,,,,,,,,,,,,Заднего стекла,,,Передних сидений,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Polo 1.6 MT, 2013, 123 000 км","4,8",890000,"Пермский край, Пермь, ул. Чкалова, 15",2013,V (2009—2015),123 000 км,10 записей в отчёте Автотеки,Оригинал,3,Не битый,1.6 MPI MT (105 л.с.),1.6 л,Бензин,Механика,Передний,Sochi Edition,,Серебряный,Левый,XW8Z*************,Возможен,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Passat 2.0 AT, 2007, 198 000 км","4,8",800000,"Москва, ул. Твардовского, 11",2007,B6 (2005—2010),198 000 км,20 записей в отчёте Автотеки,Оригинал,2,Не битый,2.0 FSI AT (150 л.с.),2 л,Бензин,Автомат,Передний,Highline,Седан,Синий,Левый,WVWZ*************,Не интересует,,,,,Электрический,Климат-контроль многозонный,,,,,,,Фронтальные,Шторки,Боковые задние,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Golf 1.4 AT, 2019, 107 000 км","5,0",1720000,"Республика Крым, Евпатория, Театральная пл.",2019,Mk7 рестайлинг (2017—2021),107 000 км,4 записи в отчёте Автотеки,Электронный,2,Не битый,1.4 TSI AT (149 л.с.),1.4 л,Бензин,Автомат,Передний,Базовая,Хетчбек 5-дверный,Серый,Левый,3VWG*************,Возможен,,,,,Электрогидравлический,Климат-контроль однозонный,Атермальное остекление,,,,,,Фронтальные,Шторки,Боковые задние,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Jetta 1.4 AMT, 2017, 83 000 км","4,9",1440000,"Краснодарский край, Краснодар, ул. Героя Владислава Посадского, 24",2017,VI рестайлинг (2014—2019),83 000 км,3 записи в отчёте Автотеки,Оригинал,1,Не битый,1.4 TSI DSG (125 л.с.),1.4 л,Бензин,Робот,Передний,,Седан,Белый,Левый,XW8Z*************,,,,,,,,,,,,,,,,,,,,Т,Есть сервисная книжка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Jetta 1.6 AT, 2008, 234 000 км","4,8",450000,"Севастополь, ул. Людмилы Бобковой, 3/4",2008,V (2005—2011),234 000 км,12 записей в отчёте Автотеки,,4+,Не битый,1.6 AT (102 л.с.),1.6 л,Бензин,Автомат,Передний,Базовая,Седан,Чёрный,Левый,XW8Z*************,Не интересует,,,,,Гидравлический,Климат-контроль многозонный,,,Тёмный,,,,,,,,,,,,,Электростеклоподъемники,Электропривод,Противоугонная система,,,Передних сидений,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Polo 1.6 MT, 2013, 170 000 км","4,8",625000,"Московская обл., г.о. Пушкинский, Пушкино, Советская пл.",2013,V (2009—2015),170 000 км,17 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.6 MPI MT (105 л.с.),1.6 л,Бензин,Механика,Передний,,Седан,Синий,Левый,XW8Z*************,Не интересует,,,,,Электрический,Кондиционер,,,,,,,Фронтальные,,,Антиблокировка тормозов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Jetta 1.4 MT, 2012, 158 000 км","4,8",999000,"Самарская обл., Самара, Московское ш., 27А",2012,VI (2010—2015),158 000 км,6 записей в отчёте Автотеки,Оригинал,3,Не битый,1.4 TSI MT (122 л.с.),1.4 л,Бензин,Механика,Передний,,Седан,Чёрный,Левый,WVWZ*************,Не интересует,,,,,,Климат-контроль многозонный,Салон,,,,,,,,,Антипробуксовка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Кожаный руль,
"Volkswagen Golf 1.6 MT, 1999, 270 000 км","4,7",270000,"Челябинская обл., Челябинск, Свердловский тракт, 24А/3",1999,Mk4 (1997—2006),270 000 км,6 записей в отчёте Автотеки,Дубликат,1,Не битый,1.6 MT (101 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Хетчбек 5-дверный,Зелёный,Левый,WVWZ*************,Не интересует,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Passat 1.8 MT, 1999, 150 000 км","4,6",270000,"Московская обл., Коломна, Спортивная ул.",1999,B5 (1996—2001),150 000 км,7 записей в отчёте Автотеки,Оригинал,2,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,Базовая,Седан,Голубой,Левый,WVWZ*************,Не интересует,,,,,Гидравлический,Кондиционер,,,,,,,Фронтальные,,,,,,,,,,,,Распред. тормозных усилий,Активная безопасность,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Polo 1.6 MT, 2017, 106 000 км","4,8",890000,"Пермский край, Пермь, ул. Спешилова, 109",2017,V рестайлинг (2015—2020),106 000 км,8 записей в отчёте Автотеки,,2,Не битый,1.6 MPI MT (90 л.с.),1.6 л,Бензин,Механика,Передний,Life,Седан,Синий,Левый,XW8Z*************,,,Иммобилайзер,,,,Кондиционер,,Ткань,,,,,Фронтальные,,,,,,,,,,,,,,,,,,,,,,,,,,Противоугонная система,,,,,,,,,,,,,,,,
"Volkswagen Polo 1.6 AT, 2017, 99 000 км","4,8",1220000,"Волгоградская обл., Волгоград, ул. Джамбула Джабаева, 3",2017,V рестайлинг (2015—2020),99 000 км,14 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,,Седан,Белый,Левый,XW8Z*************,Не интересует,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Phaeton 3.0 AT, 2007, 365 100 км","5,0",900000,"Московская обл., Серпухов, пл. Ленина",2007,I (2002—2010),365 100 км,12 записей в отчёте Автотеки,Оригинал,1,Не битый,3.0 TDI 4Motion AT (233 л.с.),3 л,Дизель,Автомат,Полный,Базовая,Седан,Белый,Левый,WVWZ*************,Не интересует,Центральный замок,,,,Гидравлический,Климат-контроль многозонный,Атермальное остекление,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Polo 1.6 MT, 2021, 3 000 км","4,7",1450000,"Краснодарский край, Краснодар, Прикубанский округ",2021,VI (2020—2023),3 000 км,5 записей в отчёте Автотеки,Электронный,1,Не битый,1.6 MPI MT (110 л.с.),1.6 л,Бензин,Механика,Передний,,Лифтбек,Белый,Левый,XW8Z*************,Не интересует,,,,,,,,Ткань,,Передние и задние,,,,,,,,,,,,,,Заднего стекла,,,Передних сидений,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Passat 1.8 AMT, 2015, 163 483 км","4,9",1765000,"Калужская обл., Калуга, ул. Кирова",2015,B8 (2014—2020),163 483 км,16 записей в отчёте Автотеки,Оригинал,3,Не битый,1.8 TSI DSG (180 л.с.),1.8 л,Бензин,Робот,Передний,Business,Седан,Белый,Левый,WVWZ*************,Не интересует,,,,,Гидравлический,Климат-контроль многозонный,,,,,,,Фронтальные,Шторки,Боковые задние,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Golf 1.4 MT, 2009, 276 911 км","4,8",740000,"Оренбургская обл., Оренбург, ул. Джангильдина, 20",2009,Mk6 (2008—2012),276 911 км,10 записей в отчёте Автотеки,Дубликат,3,Не битый,1.4 TSI MT (160 л.с.),1.4 л,Бензин,Механика,Передний,Базовая,Хетчбек 5-дверный,Чёрный,Левый,WVWZ*************,Не интересует,Центральный замок,,,,Электрический,Климат-контроль многозонный,,,,,,,,,,Антиблокировка тормозов,Курсовая устойчивость,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Jetta 1.4 AT, 2017, 138 000 км","4,9",1540000,"Ростовская обл., Шахты, ул. Толбухина, 4А",2017,VI рестайлинг (2014—2019),138 000 км,3 записи в отчёте Автотеки,Электронный,1,Не битый,1.4 TSI AT (150 л.с.),1.4 л,Бензин,Автомат,Передний,Base,Седан,Серый,Левый,3VWD*************,Не интересует,,,,,Гидравлический,Кондиционер,,,,,,,Фронтальные,,,,,,,,,,,,Экстренное торможение,Активная безопасность,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Jetta 1.6 AT, 2008, 232 000 км","4,8",640000,"Санкт-Петербург, пр-т Наставников, 5к1",2008,V (2005—2011),232 000 км,6 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.6 AT (102 л.с.),1.6 л,Бензин,Автомат,Передний,Базовая,Седан,Серый,Левый,XW8Z*************,Возможен,Сигнализация,Иммобилайзер,,,Электрогидравлический,Климат-контроль многозонный,Атермальное остекление,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Passat 1.8 MT, 2008, 203 229 км","4,8",550000,"Нижегородская обл., Нижний Новгород, Сормовский район, жилой комплекс Корабли",2008,B6 (2005—2010),203 229 км,24 записи в отчёте Автотеки,Дубликат,4+,Не битый,1.8 TSI MT (160 л.с.),1.8 л,Бензин,Механика,Передний,Базовая,Седан,Синий,Левый,WVWZ*************,Не интересует,,,,,Электрический,Климат-контроль многозонный,Электропривод,,,,,,,,,,,,,,,,,Противоугонная система,,,,,,,,,,,,,,,,,,,,Центральный замок,,,,,,,,,,,
"Volkswagen Caddy 1.6 MT, 2006, 265 258 км","4,8",650000,"Калининградская обл., Калининград, Центральная пл.",2006,III (2004—2010),265 258 км,11 записей в отчёте Автотеки,Дубликат,1,Не битый,1.6 MT (102 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Минивэн,Зелёный,Левый,WV2Z*************,Не интересует,,,,Управление климатом,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Радио,,,,,,,,Усилитель руля
"Volkswagen Polo 1.6 MT, 2014, 150 400 км","4,8",887000,"Пензенская обл., Пенза, Железнодорожный район, мкр-н Пенза-3",2014,V (2009—2015),150 400 км,3 записи в отчёте Автотеки,Оригинал,1,Не битый,1.6 MPI MT (105 л.с.),1.6 л,Бензин,Механика,Передний,Highline,Седан,Белый,Левый,XW8Z*************,Не интересует,Сигнализация,Иммобилайзер,,,Гидравлический,Климат-контроль многозонный,Атермальное остекление,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Volkswagen Polo 1.6 AT, 2021, 41 820 км","4,7",1590000,"Вологодская обл., Вологда, ул. Гоголя",2021,VI (2020—2023),41 820 км,5 записей в отчёте Автотеки,Электронный,1,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,Exclusive,Лифтбек,Белый,Левый,XW8Z*************,Не интересует,Центральный замок,,,,Электрогидравлический,Климат-контроль однозонный,Атермальное остекление,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
